id,score,seed,metrics_1,metrics_2,metrics_3,metrics_4,metrics_5,metrics_6,metrics_7,metrics_8,metrics_9,metrics_10
38518,0.989785463503313,0,165,0.0377935927406351,-0.0841001973920562,0.107081685392025,0.00434734819763827,0.30470269307538,0.149341897834691,-0.0100308133327906,0.252078687277109,-0.28120323312031
38967,0.738081280422703,1,163,0.0386164543625106,-0.0837571329084778,0.106553261543867,0.00390367185217319,0.288212536660008,0.148637333436217,0.0545552287030888,0.245722827703317,-0.276086350864254
39031,0.815967989460767,1,164,0.0410696763363734,-0.090109820806024,0.113395092221879,0.00423781591145388,0.290195927177099,0.146074556224779,0.0446444341796044,0.242787834858858,-0.268266800002568
39223,0.947921813874559,1,163,0.0431606578640585,-0.102305306206724,0.119288954847692,0.00408022482844419,0.286995383167968,0.15262819268296,0.0228940144678322,0.249316432083168,-0.255977979697927
39287,0.962613822675647,1,161,0.0419885077937152,-0.104342194992621,0.119744462525136,0.00429970229440033,0.283546722731682,0.14989354474578,0.0193237944609652,0.253129836280877,-0.260514244721308
39415,0.99320307603146,1,157,0.0411027055667903,-0.106605262298477,0.117980555090742,0.00454389774955904,0.277034515144371,0.145419718018206,0.00817540561441062,0.262878322671077,-0.262946593916836
39543,0.999991128499922,1,159,0.0380303381275372,-0.0868372405456947,0.0988506566783956,0.00354853925587751,0.259690214098217,0.155710739350283,0.000294857739277482,0.249446591049691,-0.258578903355173
39607,0.997069593220817,1,161,0.039707368067481,-0.0870986011052487,0.0987155513401354,0.00347888873699485,0.259225461149537,0.151970418400268,-0.00536284873097492,0.238905962059067,-0.251277058316916
39735,0.980805701250879,1,169,0.0408777984990811,-0.0879451718316295,0.0989085653440755,0.00348808229146704,0.269555895353929,0.14913309003025,-0.0137816120030096,0.227861352898827,-0.244497578637648
39863,0.961141480589726,1,170,0.040658579691415,-0.0863231352257191,0.0995601608337319,0.00325157037370525,0.268949308859459,0.14926134247329,-0.0197081164544951,0.224623808167688,-0.24446969480584
39927,0.932735199176769,1,170,0.0407731195171681,-0.0859575859375549,0.100281924127602,0.00324988325821549,0.256009630250469,0.14882666758202,-0.0261230274375193,0.219296448446727,-0.241452809516919
39991,0.906467563033563,1,167,0.0409810628332638,-0.0859438971416362,0.1021988393068,0.00342207138321058,0.250666396072106,0.149440111667253,-0.0310219327943375,0.219147447898047,-0.24256161531407
40440,0.813965784872593,1,168,0.0406812351331861,-0.0869536618323555,0.102617191969659,0.00345637890027342,0.255563116992581,0.149407587690455,0.0449132728984755,0.221673733945582,-0.245389428169577
40183,0.850618917969398,1,168,0.0400210242346985,-0.0880644512931552,0.106000181328119,0.00357792810310045,0.264747327141659,0.148849432625081,-0.0398189947840461,0.230453386426953,-0.252115151154494
40632,0.894951993531169,1,167,0.0399377996366212,-0.088834302303779,0.108685978427626,0.00352274935517446,0.266808997379346,0.148361485445762,0.0329796144072923,0.232524659898367,-0.253125640364969
40824,0.927217382880555,1,165,0.0387176123633725,-0.0919511952475808,0.11357953518041,0.00315103534702199,0.273596969254436,0.150160486214984,0.0272132127154848,0.247768887054354,-0.26533782888015
40952,0.963629234421716,1,165,0.0379691440253735,-0.0919331590258838,0.11395764505662,0.00313725353628094,0.274809141136886,0.15078872686206,0.0190545785968478,0.253912106672181,-0.270252700418159
41080,0.969028305623312,1,164,0.0362682122200736,-0.0872068808219195,0.109985489179679,0.00316761240598757,0.273676658261813,0.1538628954987,0.017559107956121,0.259973609804821,-0.276095238733424
41208,0.999460344931771,1,161,0.0359296189447673,-0.0795229689316317,0.106114178302176,0.00297515665027726,0.265318511286596,0.163447377905856,-0.0023000102602938,0.258051077661688,-0.273616287243667
41336,0.99088541121673,1,165,0.0428950597368578,-0.1055236683056,0.120062630750074,0.00340923069481514,0.281992972548213,0.162306318846649,-0.00947272567444696,0.242765607319932,-0.260126680182058
41464,0.988812286539457,1,170,0.0425722703066092,-0.109814261082824,0.116456560276434,0.00284576684539402,0.288000508673931,0.161922509959657,-0.0105003577632189,0.24642489448034,-0.252915377372732
41592,0.970928794467079,1,171,0.0423577275530782,-0.107532083120492,0.118485170908876,0.00259561449105,0.288618679711155,0.162683566701471,-0.0170035592258106,0.235767888972302,-0.252081778856335
41656,0.966539457329293,1,168,0.0415384276994813,-0.107251157302042,0.117118358987542,0.00261730580768205,0.285146468262833,0.161057380429759,-0.0182626649417322,0.239477302484462,-0.253833945525054
40697,0.895322733723741,1,164,0.0413165253037592,-0.106882541992615,0.132839108291485,0.00282832905728666,0.268096324252625,0.154126103815754,0.032918020715073,0.2297939976693,-0.260826662155193
40825,0.896192347284984,1,165,0.0393824198421148,-0.103205367656996,0.131991904466737,0.00337766984619031,0.284394376687425,0.15140647503638,0.0327731920054102,0.234014404017059,-0.268777036749288
42168,0.856057887467817,1,164,0.037567594044287,-0.0965200672184365,0.127878374501681,0.00342473681489555,0.27335262200372,0.149365850423798,-0.0390267772162622,0.23045017946665,-0.273432257443101
41081,0.949060379702187,1,163,0.0376625292531983,-0.0984613041518615,0.129008261773374,0.00330448415620514,0.27354665469578,0.15166453867077,0.0226356357730166,0.232540252858249,-0.27376737911873
41209,0.991955265839689,1,160,0.0368065546091714,-0.104430710655373,0.129361218958592,0.00347903441760198,0.268539221360155,0.153627417015638,0.00889703449530495,0.240331149261311,-0.275565409753067
42488,0.721169393964955,1,160,0.0356774865445481,-0.0969473571129646,0.12159861221201,0.00399209067299902,0.262496916741084,0.147329783564162,-0.0565989047316237,0.235354656512922,-0.273079394271552
41337,0.992477492803981,1,161,0.0361104605332444,-0.102710120600359,0.125879145924222,0.00380738053331552,0.267364161993327,0.148807509403897,0.00860228171733537,0.239616824094283,-0.27297586093866
41529,0.998824806024437,0,155,0.0343134794890306,-0.22070683732065,0.205202479357423,0.000955578086725187,0.370118619219254,0.149966019544025,-0.00339465367356281,0.366310236352457,-0.361599468755315
41785,0.997157577699623,1,151,0.0358170011172197,-0.0797634318155732,0.0993551614525898,0.00402364075298301,0.236706311757121,0.141698338441062,-0.0052816098501396,0.218718804427804,-0.248884695976663
41977,0.995279430825054,1,154,0.0368691623512993,-0.0775613916733699,0.0947864271829242,0.00328285314049241,0.238178562260303,0.13983176567918,-0.00680963385598075,0.209541665512154,-0.231199477775578
42105,0.968086894991024,1,157,0.0405915411955633,-0.0867269284905564,0.10326246508359,0.00386453407594128,0.25164837995827,0.136579356689432,-0.0178282807971156,0.198883049533072,-0.219446012811078
42169,0.991365513869673,1,158,0.0383633065300744,-0.083741900693789,0.0995059620216887,0.00345928881296863,0.250503757844282,0.136649338361398,-0.00921875246373582,0.207707149780899,-0.224953291706106
42361,0.98806296051956,1,160,0.039231354212839,-0.0836962975589683,0.101860465649238,0.00344626484373514,0.255882818783037,0.133364699369023,-0.0108483551202751,0.202941218192055,-0.2234282771832
42489,0.97247748609607,1,159,0.0401314235990973,-0.0838129818856457,0.102980446398139,0.00312771113654874,0.254678073012037,0.132183106679601,-0.0165378920105836,0.193574140723489,-0.215036236401524
42553,0.990080093653463,1,159,0.0397974932214542,-0.0840452768809194,0.103861931883584,0.00295599692593979,0.25430198882142,0.134095822152942,-0.00988435517207221,0.197703384792339,-0.217651395912987
42681,0.995219706550576,1,153,0.038665883253811,-0.0849952969993082,0.108153467662698,0.00240699790409287,0.258524924431348,0.134541625281317,-0.00685267866102224,0.20965131507259,-0.233518842480839
42745,0.992241583236668,1,154,0.0390897538183914,-0.0854356523432866,0.107992654571702,0.00237201507589048,0.259552335966565,0.135377039678579,-0.00873664492841143,0.207549399024109,-0.22947841210937
42937,0.993069313479591,1,153,0.0393584436193801,-0.0854640596020418,0.107315752999436,0.00252117429659167,0.231134286145778,0.133670338945356,-0.00825573677704831,0.205472959272198,-0.22720449919409
43065,0.979509634644051,1,154,0.040413789544027,-0.084874348408156,0.106935031685545,0.002438182633825,0.22207231859017,0.13231505081232,-0.0142439956651228,0.19737526590076,-0.2185643348048
43129,0.982283149198095,1,155,0.0400176009571848,-0.0844375051452634,0.107291370047912,0.00234146697511535,0.222803312371,0.1325785360918,-0.0132356183936326,0.199314961178364,-0.222699670822078
43193,0.98449148802255,1,155,0.0397447245384533,-0.0840437180470684,0.107056633429886,0.00234713590706202,0.224689776895133,0.133709873671453,-0.0123763590736614,0.202587937081422,-0.22517011628635
43321,0.991242421153301,1,153,0.0396712422331714,-0.0844161616186583,0.105330354791815,0.00253840747710271,0.234276269309413,0.130568501743932,-0.00928451871294771,0.200100974491019,-0.225138686774746
43385,0.991615047177253,1,149,0.0388419874421538,-0.0833659351548085,0.102264799448613,0.00254662172845799,0.223696804639303,0.130711057446357,-0.00908399593027806,0.201258351917847,-0.229053996185709
43513,0.991016089972895,1,153,0.0395330012636817,-0.0843561801829338,0.101170149886033,0.00255531590422509,0.23127233008206,0.131542173770241,-0.00940426419899732,0.198507265949331,-0.219636484245857
43641,0.987593283740245,1,150,0.0388191544381765,-0.0849830858599645,0.100247089952122,0.00267762835252855,0.222291269557013,0.132150008809967,-0.0110610287400608,0.201100025561123,-0.216963804931372
43705,0.984253043432906,1,149,0.0394963931025426,-0.0873950345358496,0.101779947141198,0.00293492126287184,0.222593981693533,0.13335109926733,-0.0124718931556009,0.198059991941074,-0.21763744006664
43769,0.978200770407498,1,147,0.0398273723109771,-0.0871398036038035,0.101871912157989,0.00289497896225824,0.221942997210124,0.135492804158151,-0.0146967807476708,0.197267942425255,-0.212179868845563
43961,0.977116667077653,1,145,0.039708980048272,-0.0803652769445293,0.101945074101372,0.00494802794037842,0.220914774478381,0.134327785378265,-0.0150619507597103,0.192477367275617,-0.215599675683493
44089,0.983979707541123,1,143,0.038380227385422,-0.0793069850943717,0.101593601179386,0.00495530568519512,0.222161539886106,0.135915014024737,-0.0125805423050378,0.201117070680553,-0.221625613884774
44217,0.987103886320606,1,141,0.0360638700193787,-0.072015825560635,0.0905829732852862,0.00491072421309262,0.253248994440155,0.136257458976874,-0.0112784709280975,0.20269238880034,-0.22980176885204
44281,0.985926812290714,1,138,0.0336314583843203,-0.0620867717098147,0.0730898704142893,0.0041913094503387,0.238949548256043,0.13610692357142,-0.0117854532962191,0.205788980500857,-0.224328074673727
44473,0.989890679180328,1,139,0.0366125625251089,-0.0718701428979296,0.0713978525847181,0.00577456303611006,0.226941650287211,0.138970273030069,-0.0099787532691966,0.202779089646972,-0.206033098015301
44537,0.996731504504124,1,136,0.035268446359525,-0.0717324538526901,0.0695973643027036,0.00608604796476644,0.237893635148032,0.139950695851047,-0.00566424904216443,0.211000857191583,-0.210277264428818
44986,0.674773649442401,0,138,0.0394324487718715,-0.0723872897877282,0.0683133377973009,0.00568635059653152,0.209072070163263,0.13995626721955,0.0620894853365659,0.189209365392673,-0.186171031680097
44729,0.998079251462314,0,132,0.0342621799801247,-0.1699749472809,0.239998403184324,0.00113939918195956,0.396894727467783,0.157377753541881,-0.0043406723324974,0.312970405430881,-0.392455382558161
45242,0.765836482653764,1,134,0.040660020749772,-0.0719590323897129,0.0685756708130388,0.00544293505168439,0.203468883531375,0.141313161920953,0.051132266635339,0.176845355098909,-0.175343493875506
44921,0.99833079370923,0,130,0.0356901777730066,-0.171049473671982,0.248379380522948,0.00119885959600002,0.404391066074655,0.158904281649394,-0.00404621915923149,0.31147643643378,-0.394693246981781
45049,0.995991130186093,1,130,0.0363396382637105,-0.08967045345462,0.0949894733500989,0.00543919949108817,0.254160908330754,0.154647707221196,-0.00627422372519937,0.221467876436098,-0.232979259002299
45113,0.997598540445338,1,130,0.0362944257267084,-0.0911029918555274,0.0949878337729698,0.00532664326285409,0.254815947876382,0.154698616497863,-0.00485413301191184,0.225145313247501,-0.231861499197195
45241,0.999946715263648,1,127,0.0375619050554822,-0.0919315959611057,0.0974217378016144,0.00526460860508499,0.257482905045406,0.155267506497461,-0.000722637065983994,0.223793964600008,-0.224917079648605
45305,0.999924785377284,1,128,0.0379186952912094,-0.0897891790086676,0.0968610210762906,0.00529453604856649,0.254611451135278,0.15304927559841,0.000858563349134325,0.216528443531188,-0.222637313191575
45369,0.997313586567765,1,129,0.0370019374322297,-0.0877918117082414,0.0968676905114241,0.00519829146568621,0.253599573170029,0.152246559580625,0.0051344208533907,0.217301143116237,-0.220390570904881
45433,0.99609047451631,1,127,0.0376004542644669,-0.0824660676167526,0.0950740246047893,0.00494432999226399,0.24687308584809,0.150092817401386,0.00619584046127824,0.207968324770891,-0.216246133562574
45561,0.992857602760742,1,121,0.038569545296722,-0.0642302894957848,0.087546433382554,0.00292136751165163,0.236104727241474,0.141398016495402,0.00838132790262527,0.186077308490354,-0.20331296928481
45625,0.988520013010016,1,122,0.0380003098162817,-0.0649647882334729,0.0872684915226583,0.00290877415083116,0.234615405679913,0.141483618507006,0.010637416474164,0.184874093323823,-0.205794592911109
45689,0.987143016600213,1,120,0.0385297528922524,-0.066817624684651,0.0864499599852843,0.00277888057631569,0.234050243854718,0.141000227361692,0.0112612356101329,0.183308597897668,-0.204689075988677
45753,0.986893125644202,1,121,0.0386889720248593,-0.0654451049890755,0.0858189613371497,0.00273466364000748,0.231308576217132,0.139704272287208,0.011370864912129,0.177955641914573,-0.200451807775163
45881,0.958731313712927,1,117,0.0387320105575796,-0.0681790452730357,0.0831452426135729,0.00273003439470642,0.223696759730898,0.13698323947854,0.0203227774715714,0.178454596004959,-0.202156662859872
46073,0.944272924934519,1,116,0.0398407702813717,-0.0848090062535871,0.0840881404423271,0.00347369026555401,0.223464387344371,0.135159635425053,0.0237051130436429,0.188399929072559,-0.193118551615194
46201,0.841013854647305,1,105,0.03687500786252,-0.0830337906301175,0.0819770958903554,0.00454914374294568,0.221444335110516,0.142109501847435,0.0411927423494094,0.216592540571566,-0.230971344659844
46393,0.862431640247964,0,100,0.0387998150682493,-0.13397090482617,0.238290629777142,0.00104661138669656,0.334781271277361,0.0841532777566129,0.0374230891879359,0.258261633161125,-0.371617472657915
48880,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46521,0.746484852446163,1,99,0.0404259483918371,-0.093287425379977,0.109426559341621,0.00384483626616688,0.22902780966045,0.153382536211325,0.0535287170187884,0.205159252756093,-0.229536725070919
46649,0.719459873430621,1,92,0.040345108362934,-0.0922758330578137,0.109168716119244,0.00401043259810872,0.226941468722548,0.14812327989124,0.0568039993134103,0.206473584150779,-0.216617500444332
46713,0.664476959262498,0,87,0.0410408958191746,-0.0918437168515623,0.109080136792006,0.00411293071832669,0.22553605709182,0.151063494662896,0.063291387543769,0.201136303689138,-0.216872709602856
46841,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46905,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47033,0.843224614044488,0,63,0.0435269942605616,-0.136236902965464,0.280397229028739,0.000181831413253778,0.378601439008052,0.0909500822757911,0.0408792700746999,0.233567183673464,-0.371918537831387
47097,0.853156129617222,0,57,0.0444010324570575,-0.132969702355228,0.274869333575006,0.000152415297379032,0.373959317936926,0.0866278265548789,0.0394507868234573,0.22933864136052,-0.363867977711463
47161,0.851808367925812,0,53,0.0455156873413709,-0.131090133985868,0.272264844877762,0.00013032394217655,0.371640542039561,0.0857559285245467,0.0387280944135809,0.216260180801425,-0.366154442411961
