profile,scenario,seed,samples,rmseAllMps,rmsePost6Mps,biasPost6Mps,p95Post6Mps,maxPost6Mps,peakAllMps,settling005Seconds,yawRmsePost6Radps,betaRmsePost6Deg,dynamicParticipationMean,finite,runtimeSeconds,meanMicrosecondsPerSample
reference,noise5x,2027,2401,0.0393957844507979,0.0103065076243413,-0.00102564749737697,0.0211754384436815,0.0453256073120061,0.502054828296422,0.47,0.000819160521111197,0.215605960844059,0.975000238179338,1,0.319329,132.998334027489
reference,noise5x,2028,2401,0.0383460369193346,0.00998062236709893,-6.51249057992718e-05,0.019522324882384,0.0360930390574019,0.5,0.49,0.000825579363125211,0.217969401866059,0.973101341913004,1,0.315831,131.541441066222
reference,noise5x,2029,2401,0.0392116294523521,0.0102084167131365,-0.00153859220625066,0.0194678170778417,0.0284349632810953,0.5,0.5,0.00074009552871223,0.219543860294252,0.974115842301387,1,0.323451,134.715118700541
reference,noise5x,2030,2401,0.0399023754225186,0.00979596603888295,-0.00168656546574949,0.0187374628186347,0.0288867254574524,0.503957648031358,0.48,0.000767986501067678,0.21854702044242,0.973084971385231,1,0.318358,132.593919200333
reference,noise5x,2031,2401,0.039323778569878,0.0104720815156541,-0.000381756001418098,0.0203538109522002,0.0313984193051137,0.5,0.49,0.000824667468408964,0.219805103968266,0.972720702381033,1,0.32157,133.93169512703
reference,noise5x,2032,2401,0.0397053291732356,0.0109320547992442,-0.000489833294585773,0.0215218874396736,0.0336615756340722,0.506817391255845,0.48,0.0008287895943584,0.216886436694684,0.973633249807581,1,0.315747,131.506455643482
reference,noise5x,2033,2401,0.0395656167808655,0.0109278477517466,-0.000858805092116972,0.0214872560083169,0.0324847219356319,0.504315645445259,0.48,0.0008796717782095,0.217317668526811,0.973546203927646,1,0.320194,133.35860058309
reference,noise5x,2034,2401,0.0393116488248131,0.00954964124895461,-0.00187977049305193,0.0186631563017587,0.0333898274062351,0.500530563156052,0.5,0.00071690879407081,0.21818375083133,0.974444095810944,1,0.318753,132.758433985839
reference,noise5x,2035,2401,0.0395442422069583,0.0101860031063845,-0.00133169211671343,0.020336462471288,0.0368866113427981,0.5,0.48,0.000719768616065844,0.218288840319504,0.973084142385971,1,0.315219,131.28654727197
reference,large_initial,2026,2401,0.286493290236541,0.00655347934651916,-0.0053003908576006,0.0109896802809627,0.0259470402593893,3.00104174463387,0.66,0.000158955029004555,0.215664588355554,0.968314229645691,1,0.322467,134.305289462724
reference,tires07,2026,2401,0.281488305900991,0.288737681416304,-0.00505285876457914,0.568045906153699,0.646052393150704,0.646052393150704,23.68,0.00763213445473078,0.82747621092557,0.985922203005805,1,0.319548,133.089546022491
reference,tires13,2026,2401,0.165195587341549,0.164617794218969,-0.00228713587018649,0.327663342111303,0.367710535645849,0.5,23.01,0.00400164665940739,0.513085209065095,0.96889078690769,1,0.343262,142.966264056643
reference,mass12,2026,2401,0.140265680107027,0.139344331064483,-0.000836848097428737,0.278287885655165,0.322566585923633,0.5,23.02,0.00160661467280693,0.453435319524201,0.97681035174964,1,0.32277,134.431486880466
reference,ay_bias02,2026,2401,0.0434097789273011,0.0200991477207204,-0.019260226447489,0.0289348280028784,0.0336433874106299,0.503399487499102,0.5,0.00232811797908713,0.218538813336581,0.979459018010142,1,0.333988,139.103706788838
reference,yaw_bias001,2026,2401,0.0399415604514255,0.0139762355636738,-0.011584205972121,0.0233389234024226,0.0549013517623831,0.5,6.85,0.000161485651897418,0.215814753907319,0.974455758153977,1,0.325146,135.42107455227
reference,dynamic_dropout,2026,2401,0.0525857619378569,0.0420215928872335,-0.0258729764372177,0.0941009004299933,0.114398523620113,0.5,16.22,0.00606676055327669,0.240211085125157,0.641333070610745,1,0.300744,125.257809246147
reference,speed5p1,2026,2401,0.05866747407184,0.0130123704579318,-0.0040851580798307,0.0289673284799566,0.0336216069591071,0.5,0.86,7.02415382193082e-05,NaN,0.00855236934465349,1,0.321301,133.819658475635
reference,speed29p9,2026,2401,0.268770001113736,0.205614252212555,0.185705278091223,0.329845792580372,0.336645883398766,0.502677147088896,22.78,0.000210115507953966,0.754315151606897,0.00402185459368565,1,0.320692,133.566014160766
reference,stop_go,2026,2401,0.0568382800620173,0.00539654409508767,0.000699575394113067,0.0116817986369989,0.0154472975396643,0.500231693271291,0.69,0.00056486079769535,0.0229624915409987,0.438554520895306,1,0.277611,115.623073719284
reference,overspeed,2026,2401,1.82941041910599,2.05836363679866,1.99187853076378,2.8208192532473,2.91532862302851,2.91532862302851,NaN,0.000544935801344306,3.6501421308318,0,1,0.243829,101.553102873803
mncav,noiseless,2026,2401,0.0378794816669386,0.000993999261915674,-0.000848897097304257,0.00175110609690922,0.0035335968550978,0.5,0.49,3.61720049753685e-07,0.369684858446242,0.97612423629421,1,0.321145,133.754685547688
mncav,nominal,2026,2401,0.0383329337609507,0.00547709019716912,-0.001119866495148,0.0106152385982415,0.0179066796564474,0.506866353384205,0.49,0.000197755949788032,0.368649794421585,0.976042529329954,1,0.319827,133.205747605165
mncav,nominal,2027,2401,0.0380780741560805,0.00547115120592453,-0.000882944935267691,0.0106651421152414,0.018499677918647,0.49955521559286,0.48,0.000203192473935656,0.369550926724427,0.976350112778465,1,0.3192,132.944606413994
mncav,nominal,2028,2401,0.0379681479038683,0.00545647392482223,-0.000505256981230463,0.0110294203541203,0.0205059866464361,0.496195090812787,0.5,0.000205835186807834,0.36960692552457,0.975974624211855,1,0.319985,133.271553519367
mncav,nominal,2029,2401,0.0382794973949083,0.00556449265715521,-0.00118914173405567,0.0110576191287069,0.0179290514471749,0.502171523935894,0.5,0.000183264459609443,0.370090449250704,0.976138429372506,1,0.315256,131.301957517701
mncav,nominal,2030,2401,0.0384512212882464,0.00544365582949151,-0.00101916435766314,0.0105041880680016,0.019198547008201,0.508478231174021,0.49,0.000187944498669497,0.370430945409956,0.976021845704855,1,0.315457,131.385672636401
mncav,nominal,2031,2401,0.0381795663173586,0.0053914857727085,-0.000647980224152569,0.0105880456121541,0.0173835721657049,0.502565436627568,0.52,0.000203823707677847,0.370108929886848,0.975929659227828,1,0.313453,130.551020408163
mncav,nominal,2032,2401,0.0384770684916727,0.00539098353911492,-0.000754015994774787,0.0106862487417778,0.0189883150787686,0.508888822490857,0.5,0.000204558389072432,0.369104795299785,0.976110446447858,1,0.322293,134.232819658476
mncav,nominal,2033,2401,0.0383042209388733,0.00548394527795854,-0.00112177448820352,0.0109339493524749,0.0171779230028546,0.502490046152916,0.5,0.000219276929540946,0.369621288339144,0.976026674849052,1,0.316943,132.004581424406
mncav,nominal,2034,2401,0.038253498030763,0.00531399942147075,-0.00136440737692188,0.0104162297816371,0.0186412111055445,0.507578513654119,0.48,0.00017439207798981,0.369876486600105,0.976191894439891,1,0.323211,134.615160349854
mncav,nominal,2035,2401,0.0383272431721409,0.00543362284983823,-0.000903285647640781,0.0105345671193348,0.0187558643005253,0.500062147322156,0.5,0.000177466111973754,0.370001753495962,0.975924692938247,1,0.330245,137.544773011245
mncav,nominal,2036,2401,0.0381535514188688,0.00545195684345968,-0.00113625510480126,0.010647418455228,0.0176115644078623,0.500545455138748,0.51,0.000203739173080524,0.369384047206139,0.976084781922352,1,0.32971,137.321949187838
mncav,nominal,2037,2401,0.0383844349818945,0.00558932088839298,-0.00107229153722659,0.0109997781718174,0.0184045460427615,0.505558192841022,0.49,0.000170345132938831,0.370208762052353,0.976179291538555,1,0.323098,134.568096626406
mncav,nominal,2038,2401,0.038332162296772,0.00541098382157181,-0.000564809841595197,0.0107047715289047,0.0173853834834079,0.504132421648998,0.5,0.000206589763574277,0.369306907431818,0.976181355094971,1,0.318733,132.750104123282
mncav,nominal,2039,2401,0.0382793250704441,0.00543438424308408,-0.00103590479046,0.0104820278760353,0.0207906019935301,0.504453392701946,0.49,0.000194785329746515,0.370056711813027,0.975997903939517,1,0.320612,133.532694710537
mncav,nominal,2040,2401,0.038279385842203,0.00548726101756185,-0.000768237402163019,0.0106719145746462,0.0187016896921032,0.511773324823624,0.49,0.000194792272914974,0.369433434517469,0.976039501136087,1,0.323593,134.774260724698
mncav,nominal,2041,2401,0.038253450604384,0.00547119597547565,-0.00071527067952302,0.0104457134721752,0.0185088833073414,0.502615432536023,0.5,0.000180945545706594,0.369881130978827,0.975843237892336,1,0.331546,138.086630570596
mncav,nominal,2042,2401,0.0384335806279491,0.00562307396635544,-0.000985054034689243,0.0112296809122999,0.0215363610938211,0.5021834311141,0.51,0.000200118283071571,0.369965776029412,0.976402657403678,1,0.337737,140.665139525198
mncav,nominal,2043,2401,0.0381935998341207,0.0054415547247064,-0.00125233864518465,0.0109736151280229,0.0180701786689315,0.498423384257269,0.5,0.000189708239030299,0.370990483736983,0.976098397860762,1,0.331513,138.072886297376
mncav,nominal,2044,2401,0.0382246962148325,0.00534765266598862,-0.000894526570980749,0.0105139835875939,0.0175670326189838,0.500117478232834,0.5,0.000189941314551425,0.369373490521465,0.976118937148531,1,0.32273,134.414827155352
mncav,nominal,2045,2401,0.0381998260879203,0.00554315353006813,-0.00081407517145917,0.0109127138424782,0.0196171882820801,0.498449395171536,0.49,0.00019161079281488,0.369639670133186,0.976202454684594,1,0.319903,133.237401082882
mncav,noise5x,2026,2401,0.0465667463855403,0.0267668034289992,-0.00227278687706863,0.0523560502728387,0.0878039971266334,0.534331766921024,23.99,0.000988585106375224,0.365092208437455,0.975277687159408,1,0.327532,136.414827155352
mncav,noise5x,2027,2401,0.0456437126459393,0.0269725867150254,-0.00108794700810513,0.0523987992353105,0.0903218116766006,0.502685155535748,23.44,0.00101570081451911,0.369743003391858,0.976591952313769,1,0.32855,136.838817159517
mncav,noise5x,2028,2401,0.0454303823899575,0.0271275480678785,0.000800555885692891,0.0543096161829543,0.104483469968082,0.506804227908148,24,0.00102917158787785,0.369837303198055,0.974739514711791,1,0.33699,140.354019158684
mncav,noise5x,2029,2401,0.0464486590800035,0.027054034070032,-0.00258126872225097,0.0533154780786567,0.0860868051227799,0.510857619679472,23.81,0.000916487769944924,0.372456126933141,0.975628694630342,1,0.319535,133.084131611828
mncav,noise5x,2030,2401,0.0471938840650624,0.0266492356590504,-0.00173064555631852,0.050834291963197,0.0924514916061877,0.542391155870105,23.41,0.000939662230223149,0.3742260325965,0.974777961685959,1,0.318103,132.487713452728
mncav,noise5x,2031,2401,0.0459374598025702,0.0266877140954351,4.27226897788388e-05,0.0536665767164471,0.0853354459766628,0.517473790090137,23.92,0.00101915357940115,0.372641547737973,0.974607161870653,1,0.316368,131.765097875885
mncav,noise5x,2032,2401,0.0470310644134033,0.0265700429513814,-0.000416635592551469,0.0526388930980833,0.0979589567696989,0.545060654851992,23.95,0.00102299739873512,0.367552597232162,0.975452283432762,1,0.328714,136.907122032486
mncav,noise5x,2033,2401,0.0465908917510008,0.0267634169903535,-0.00225260988427701,0.0528123075331106,0.0852860829355999,0.517103729525533,23.91,0.00109619667659592,0.370156418446891,0.975058164967432,1,0.319367,133.014160766347
mncav,noise5x,2034,2401,0.0460718530962565,0.0257857296769442,-0.00344666259901873,0.0501031153997966,0.0950631661461067,0.542542637637238,23.98,0.000871885717631525,0.371261941682283,0.975834281216221,1,0.316115,131.659725114536
mncav,noise5x,2035,2401,0.0468199047017631,0.0268246730863612,-0.00115853468151701,0.0533273556148778,0.096694553296872,0.50668137411048,23.91,0.000887229091833801,0.37203142825854,0.974716057722095,1,0.320373,133.433152852978
mncav,large_initial,2026,2401,0.291862004041477,0.00823151509146412,-0.00539299159090252,0.015706080009517,0.0315357910048761,3.00956865014278,0.68,0.000197755949788032,0.367497940399786,0.969311060210497,1,0.325451,135.548104956268
mncav,tires07,2026,2401,0.286609560865821,0.292969544572632,-0.00892981922317323,0.577541742394759,0.658913342001025,0.658913342001025,23.82,0.0110170300882444,0.836071768687052,0.987421475391552,1,0.32104,133.710953769263
mncav,tires13,2026,2401,0.166577771424991,0.166808486335329,0.000263150420189889,0.338734463271806,0.387170953680827,0.506866353384205,23.1,0.00559361323718718,0.625413862846347,0.972387025715702,1,0.32189,134.064972927947
mncav,mass12,2026,2401,0.144131083488174,0.144161499870019,-0.0037430876294946,0.289559597073789,0.340308988995371,0.506866353384205,23.19,0.00295753213302549,0.526001468632956,0.975760163408783,1,0.329044,137.044564764681
mncav,ay_bias02,2026,2401,0.0449964078427087,0.0234237150247971,-0.0220072313770421,0.0352890747312601,0.0483060965193345,0.507788179801378,0.52,0.00329131502551204,0.368587105237713,0.981320108610007,1,0.325466,135.554352353186
mncav,yaw_bias001,2026,2401,0.0517585311837089,0.0367961118415352,-0.0357240229222036,0.0485861468049404,0.0825408785594162,0.483268364439621,18.18,0.000223005990464329,0.375780476794621,0.976042542355435,1,0.325381,135.518950437318
mncav,dynamic_dropout,2026,2401,0.0529653845091,0.0425555572882058,-0.0260512928503892,0.096720419540179,0.122279987583504,0.506866353384205,16.2,0.00595181791710199,0.376467792649625,0.642866383529009,1,0.295807,123.201582673886
mncav,speed5p1,2026,2401,0.0587355442434915,0.0129083366140916,-0.0043338024221567,0.0269294212600424,0.0387989562653881,0.506866353384205,0.88,8.01233860326595e-05,NaN,0.00855164929862527,1,0.336096,139.981674302374
mncav,speed29p9,2026,2401,0.270495643160641,0.208801010685064,0.189411770075432,0.330785441029786,0.344576432961488,0.510101485118833,23.82,0.000272959150892644,0.920362918809833,0.00384129578913204,1,0.328731,136.91420241566
mncav,stop_go,2026,2401,0.0570414212457854,0.00716034828857905,0.000751237790458713,0.0141230788025291,0.0239382334100114,0.507119756214432,0.69,0.000697794293593618,0.0244269254776937,0.438554520895306,1,0.280176,116.691378592253
mncav,overspeed,2026,2401,1.82943089553812,2.0584052133203,1.99184758779628,2.81905448940855,2.9220878233516,2.9220878233516,NaN,0.000544935801344306,3.65015055567431,0,1,0.244422,101.800083298626
